id,date,store_nbr,item_nbr,onpromotion,min,avg,max
125500913,2017-08-16,1,2128628,False,2.0,3.75,8.0
125500914,2017-08-16,1,2128799,False,2.0,2.0,2.0
125500915,2017-08-16,1,2129334,False,1.0,3.0,6.0
125500916,2017-08-16,1,2129350,False,1.0,3.0,6.0
125500917,2017-08-16,1,2129387,False,8.0,8.0,8.0
125500918,2017-08-16,1,2129515,False,3.0,4.5,6.0
125500919,2017-08-16,1,2129616,False,1.0,3.0,6.0
125500920,2017-08-16,1,2129678,False,1.0,2.5,4.0
125500921,2017-08-16,1,2129786,False,2.0,2.66666666667,3.0
125500922,2017-08-16,1,2129790,False,2.0,2.0,2.0
125500923,2017-08-16,1,2129892,False,8.0,11.5,15.0
125500924,2017-08-16,1,2129994,False,8.0,11.5,15.0
125500925,2017-08-16,1,2130131,False,8.0,11.5,15.0
125500926,2017-08-16,1,2130219,False,2.0,2.0,2.0
125500927,2017-08-16,1,2130265,False,2.0,2.0,2.0
125500928,2017-08-16,1,2130352,False,2.0,2.0,2.0
125500929,2017-08-16,1,2130474,False,1.0,1.0,1.0
125500930,2017-08-16,1,2130521,False,1.0,2.33333333333,4.0
125500931,2017-08-16,1,2130526,False,1.0,2.5,4.0
125500932,2017-08-16,1,2130553,False,2.0,3.66666666667,5.0
125500933,2017-08-16,1,2131010,False,0.0,0.0,0.0
125500934,2017-08-16,1,2131572,False,0.0,0.0,1.0
125500935,2017-08-16,1,2131699,False,0.0,0.0,1.0
125500936,2017-08-16,1,2132163,False,1.0,2.33333333333,4.0
125500937,2017-08-16,1,2132318,False,0.0,0.0,1.0
125500938,2017-08-16,1,2132945,False,1.0,1.5,2.0
125500939,2017-08-16,1,2132957,False,8.0,8.0,8.0
125500940,2017-08-16,1,2134244,False,1.0,1.0,1.0
125501237,2017-08-16,2,313094,False,3.0,6.0,9.0
125503498,2017-08-16,2,1464607,False,6.0,6.0,6.0
125503517,2017-08-16,2,1467088,False,1.0,1.0,1.0
125503518,2017-08-16,2,1467093,False,1.0,1.0,1.0
125504466,2017-08-16,2,2015646,False,0.0,0.0,0.0
125504746,2017-08-16,2,2109969,False,1.0,2.75,6.0
125504750,2017-08-16,2,2112280,False,1.0,2.0,3.0
125504751,2017-08-16,2,2112303,False,0.0,0.0,0.0
125504753,2017-08-16,2,2112461,False,1.0,2.66666666667,5.0
125504754,2017-08-16,2,2112462,False,1.0,2.66666666667,5.0
125504755,2017-08-16,2,2112607,False,5.0,9.5,14.0
125504765,2017-08-16,2,2117783,False,3.0,6.5,12.0
125504766,2017-08-16,2,2118397,False,0.0,0.0,0.0
125504768,2017-08-16,2,2120180,False,1.0,1.33333333333,2.0
125504769,2017-08-16,2,2120216,False,1.0,1.33333333333,2.0
125504770,2017-08-16,2,2120506,False,1.0,1.5,2.0
125504771,2017-08-16,2,2120681,False,2.0,3.66666666667,5.0
125504773,2017-08-16,2,2120768,False,1.0,1.5,2.0
125504774,2017-08-16,2,2121319,False,1.0,5.5,17.0
125504798,2017-08-16,2,2124705,False,1.0,1.5,2.0
125504799,2017-08-16,2,2125814,False,3.0,6.0,9.0
125504800,2017-08-16,2,2126696,False,1.0,2.5,4.0
125504803,2017-08-16,2,2127024,False,5.0,9.5,14.0
125504804,2017-08-16,2,2127069,False,3.0,3.0,3.0
125504806,2017-08-16,2,2127175,False,1.0,1.0,1.0
125504807,2017-08-16,2,2127206,False,1.0,1.5,2.0
125504808,2017-08-16,2,2127544,False,1.0,1.5,2.0
125504809,2017-08-16,2,2127651,False,7.0,7.0,7.0
125504810,2017-08-16,2,2127733,False,7.0,7.0,7.0
125504811,2017-08-16,2,2127825,False,0.0,0.0,0.0
125504812,2017-08-16,2,2127921,False,2.0,3.66666666667,5.0
125504813,2017-08-16,2,2127992,False,2.0,3.66666666667,5.0
125504814,2017-08-16,2,2128628,False,4.0,7.0,10.0
125504815,2017-08-16,2,2128799,False,15.0,22.5,30.0
125504816,2017-08-16,2,2129334,False,1.0,3.25,9.0
125504817,2017-08-16,2,2129350,False,1.0,3.25,9.0
125504818,2017-08-16,2,2129387,False,7.0,7.0,7.0
125504819,2017-08-16,2,2129515,False,3.0,6.0,9.0
125504820,2017-08-16,2,2129616,False,1.0,5.5,17.0
125504821,2017-08-16,2,2129678,False,1.0,2.66666666667,5.0
125504822,2017-08-16,2,2129786,False,3.0,7.33333333333,14.0
125504823,2017-08-16,2,2129790,False,1.0,1.5,2.0
125504824,2017-08-16,2,2129892,False,3.0,9.0,21.0
125504825,2017-08-16,2,2129994,False,3.0,9.0,21.0
125504826,2017-08-16,2,2130131,False,3.0,9.0,21.0
125504827,2017-08-16,2,2130219,False,1.0,1.5,2.0
125504828,2017-08-16,2,2130265,False,1.0,1.5,2.0
125504829,2017-08-16,2,2130352,False,1.0,1.5,2.0
125504830,2017-08-16,2,2130474,False,2.0,2.0,2.0
125504831,2017-08-16,2,2130521,False,1.0,1.5,2.0
125504832,2017-08-16,2,2130526,False,1.0,2.66666666667,5.0
125504833,2017-08-16,2,2130553,False,1.0,2.5,4.0
125504834,2017-08-16,2,2131010,False,0.0,0.0,0.0
125504835,2017-08-16,2,2131572,False,2.0,4.66666666667,7.0
125504836,2017-08-16,2,2131699,False,2.0,4.66666666667,7.0
125504837,2017-08-16,2,2132163,False,1.0,1.5,2.0
125504838,2017-08-16,2,2132318,False,2.0,4.66666666667,7.0
125504839,2017-08-16,2,2132945,False,1.0,1.0,1.0
125504840,2017-08-16,2,2132957,False,7.0,7.0,7.0
125504841,2017-08-16,2,2134244,False,1.0,2.33333333333,3.0
125505138,2017-08-16,3,313094,False,9.0,18.6666666667,33.0
125507399,2017-08-16,3,1464607,False,12.0,12.0,12.0
125507418,2017-08-16,3,1467088,False,2.0,4.0,6.0
125507419,2017-08-16,3,1467093,False,1.0,3.5,6.0
125508367,2017-08-16,3,2015646,False,0.0,0.0,0.0
125508647,2017-08-16,3,2109969,False,14.0,24.0,35.0
125508651,2017-08-16,3,2112280,False,9.0,9.0,9.0
125508652,2017-08-16,3,2112303,False,0.0,0.0,0.0
125508654,2017-08-16,3,2112461,False,1.0,2.0,3.0
125508655,2017-08-16,3,2112462,False,1.0,2.0,3.0
125508656,2017-08-16,3,2112607,False,12.0,39.0,66.0
125508666,2017-08-16,3,2117783,False,5.0,11.75,18.0
125508667,2017-08-16,3,2118397,False,0.0,0.0,0.0
125508669,2017-08-16,3,2120180,False,2.0,4.0,6.0
125508670,2017-08-16,3,2120216,False,2.0,4.0,6.0
125508671,2017-08-16,3,2120506,False,6.0,12.25,17.0
125508672,2017-08-16,3,2120681,False,2.0,7.5,16.0
125508674,2017-08-16,3,2120768,False,6.0,12.25,17.0
125508675,2017-08-16,3,2121319,False,6.0,10.5,18.0
125508699,2017-08-16,3,2124705,False,6.0,12.25,17.0
125508700,2017-08-16,3,2125814,False,9.0,18.6666666667,33.0
125508701,2017-08-16,3,2126696,False,1.0,8.33333333333,13.0
125508704,2017-08-16,3,2127024,False,12.0,39.0,66.0
125508705,2017-08-16,3,2127069,False,44.0,44.0,44.0
125508707,2017-08-16,3,2127175,False,1.0,2.0,3.0
125508708,2017-08-16,3,2127206,False,6.0,12.25,17.0
125508709,2017-08-16,3,2127544,False,6.0,12.25,17.0
125508710,2017-08-16,3,2127651,False,12.0,12.0,12.0
125508711,2017-08-16,3,2127733,False,12.0,12.0,12.0
125508712,2017-08-16,3,2127825,False,0.0,0.0,0.0
125508713,2017-08-16,3,2127921,False,2.0,7.5,16.0
125508714,2017-08-16,3,2127992,False,2.0,7.5,16.0
125508715,2017-08-16,3,2128628,False,7.0,18.0,31.0
125508716,2017-08-16,3,2128799,False,26.0,26.0,26.0
125508717,2017-08-16,3,2129334,False,4.0,8.0,11.0
125508718,2017-08-16,3,2129350,False,4.0,8.0,11.0
125508719,2017-08-16,3,2129387,False,12.0,12.0,12.0
125508720,2017-08-16,3,2129515,False,9.0,18.6666666667,33.0
125508721,2017-08-16,3,2129616,False,6.0,10.5,18.0
125508722,2017-08-16,3,2129678,False,1.0,2.0,3.0
125508723,2017-08-16,3,2129786,False,11.0,16.5,22.0
125508724,2017-08-16,3,2129790,False,1.0,1.33333333333,2.0
125508725,2017-08-16,3,2129892,False,12.0,22.0,34.0
125508726,2017-08-16,3,2129994,False,12.0,22.0,34.0
125508727,2017-08-16,3,2130131,False,12.0,22.0,34.0
125508728,2017-08-16,3,2130219,False,1.0,1.33333333333,2.0
125508729,2017-08-16,3,2130265,False,1.0,1.33333333333,2.0
125508730,2017-08-16,3,2130352,False,1.0,1.33333333333,2.0
125508731,2017-08-16,3,2130474,False,1.0,2.33333333333,5.0
125508732,2017-08-16,3,2130521,False,6.0,12.25,17.0
125508733,2017-08-16,3,2130526,False,1.0,2.0,3.0
125508734,2017-08-16,3,2130553,False,1.0,8.33333333333,13.0
125508735,2017-08-16,3,2131010,False,0.0,0.0,0.0
125508736,2017-08-16,3,2131572,False,1.0,3.25,6.0
125508737,2017-08-16,3,2131699,False,1.0,3.25,6.0
125508738,2017-08-16,3,2132163,False,6.0,12.25,17.0
125508739,2017-08-16,3,2132318,False,1.0,3.25,6.0
125508740,2017-08-16,3,2132945,False,1.0,2.0,3.0
125508741,2017-08-16,3,2132957,False,12.0,12.0,12.0
125508742,2017-08-16,3,2134244,False,3.0,4.33333333333,7.0
125509039,2017-08-16,4,313094,False,2.0,5.0,8.0
125511300,2017-08-16,4,1464607,False,1.0,1.0,1.0
125511319,2017-08-16,4,1467088,False,0.0,0.0,0.0
125511320,2017-08-16,4,1467093,False,1.0,1.0,1.0
125512268,2017-08-16,4,2015646,False,0.0,0.0,0.0
125512548,2017-08-16,4,2109969,False,5.0,6.75,9.0
125512552,2017-08-16,4,2112280,False,1.0,1.0,1.0
125512553,2017-08-16,4,2112303,False,0.0,0.0,0.0
125512555,2017-08-16,4,2112461,False,1.0,1.5,2.0
125512556,2017-08-16,4,2112462,False,1.0,1.5,2.0
125512557,2017-08-16,4,2112607,False,1.0,1.0,1.0
125512567,2017-08-16,4,2117783,False,1.0,2.5,4.0
125512568,2017-08-16,4,2118397,False,0.0,0.0,0.0
125512570,2017-08-16,4,2120180,False,2.0,2.66666666667,4.0
125512571,2017-08-16,4,2120216,False,2.0,2.66666666667,4.0
125512572,2017-08-16,4,2120506,False,1.0,2.25,4.0
125512573,2017-08-16,4,2120681,False,1.0,5.0,12.0
125512575,2017-08-16,4,2120768,False,1.0,2.25,4.0
125512576,2017-08-16,4,2121319,False,1.0,3.0,5.0
125512600,2017-08-16,4,2124705,False,1.0,2.25,4.0
125512601,2017-08-16,4,2125814,False,2.0,5.0,8.0
125512602,2017-08-16,4,2126696,False,7.0,9.5,12.0
125512605,2017-08-16,4,2127024,False,1.0,1.0,1.0
125512606,2017-08-16,4,2127069,False,4.0,4.0,4.0
125512608,2017-08-16,4,2127175,False,1.0,1.0,1.0
125512609,2017-08-16,4,2127206,False,1.0,2.25,4.0
125512610,2017-08-16,4,2127544,False,1.0,2.25,4.0
125512611,2017-08-16,4,2127651,False,1.0,1.0,1.0
125512612,2017-08-16,4,2127733,False,1.0,1.0,1.0
125512613,2017-08-16,4,2127825,False,1.0,1.0,1.0
125512614,2017-08-16,4,2127921,False,1.0,5.0,12.0
125512615,2017-08-16,4,2127992,False,1.0,5.0,12.0
125512616,2017-08-16,4,2128628,False,3.0,9.0,17.0
125512617,2017-08-16,4,2128799,False,3.0,9.5,16.0
125512618,2017-08-16,4,2129334,False,2.0,2.66666666667,3.0
125512619,2017-08-16,4,2129350,False,2.0,2.66666666667,3.0
125512620,2017-08-16,4,2129387,False,1.0,1.0,1.0
125512621,2017-08-16,4,2129515,False,2.0,5.0,8.0
125512622,2017-08-16,4,2129616,False,1.0,3.0,5.0
125512623,2017-08-16,4,2129678,False,1.0,1.5,2.0
125512624,2017-08-16,4,2129786,False,1.0,6.25,11.0
125512625,2017-08-16,4,2129790,False,1.0,1.5,2.0
125512626,2017-08-16,4,2129892,False,2.0,5.66666666667,12.0
125512627,2017-08-16,4,2129994,False,2.0,5.66666666667,12.0
125512628,2017-08-16,4,2130131,False,2.0,5.66666666667,12.0
125512629,2017-08-16,4,2130219,False,1.0,1.5,2.0
125512630,2017-08-16,4,2130265,False,1.0,1.5,2.0
125512631,2017-08-16,4,2130352,False,1.0,1.5,2.0
125512632,2017-08-16,4,2130474,False,1.0,1.0,1.0
125512633,2017-08-16,4,2130521,False,1.0,2.25,4.0
125512634,2017-08-16,4,2130526,False,1.0,1.5,2.0
125512635,2017-08-16,4,2130553,False,7.0,9.5,12.0
125512636,2017-08-16,4,2131010,False,0.0,0.0,0.0
125512637,2017-08-16,4,2131572,False,2.0,3.5,6.0
125512638,2017-08-16,4,2131699,False,2.0,3.5,6.0
125512639,2017-08-16,4,2132163,False,1.0,2.25,4.0
125512640,2017-08-16,4,2132318,False,2.0,3.5,6.0
125512641,2017-08-16,4,2132945,False,1.0,1.0,1.0
125512642,2017-08-16,4,2132957,False,1.0,1.0,1.0
125512643,2017-08-16,4,2134244,False,1.0,3.33333333333,5.0
125512940,2017-08-16,5,313094,False,4.0,10.3333333333,14.0
125515201,2017-08-16,5,1464607,False,1.0,1.0,1.0
125515220,2017-08-16,5,1467088,False,0.0,0.0,0.0
125515221,2017-08-16,5,1467093,False,0.0,0.0,0.0
125516169,2017-08-16,5,2015646,False,0.0,0.0,0.0
125516449,2017-08-16,5,2109969,False,2.0,5.75,8.0
125516453,2017-08-16,5,2112280,False,0.0,0.0,0.0
125516454,2017-08-16,5,2112303,False,0.0,0.0,0.0
125516456,2017-08-16,5,2112461,False,1.0,1.33333333333,2.0
125516457,2017-08-16,5,2112462,False,1.0,1.33333333333,2.0
125516458,2017-08-16,5,2112607,False,9.0,19.0,29.0
125516468,2017-08-16,5,2117783,False,10.0,10.0,10.0
125516469,2017-08-16,5,2118397,False,0.0,0.0,0.0
125516471,2017-08-16,5,2120180,False,1.0,1.33333333333,2.0
125516472,2017-08-16,5,2120216,False,1.0,1.33333333333,2.0
125516473,2017-08-16,5,2120506,False,3.0,3.5,4.0
125516474,2017-08-16,5,2120681,False,1.0,2.75,6.0
125516476,2017-08-16,5,2120768,False,3.0,3.5,4.0
125516477,2017-08-16,5,2121319,False,1.0,3.5,5.0
125516501,2017-08-16,5,2124705,False,3.0,3.5,4.0
125516502,2017-08-16,5,2125814,False,4.0,10.3333333333,14.0
125516503,2017-08-16,5,2126696,False,1.0,3.5,6.0
125516506,2017-08-16,5,2127024,False,9.0,19.0,29.0
125516507,2017-08-16,5,2127069,False,1.0,1.0,1.0
125516509,2017-08-16,5,2127175,False,3.0,3.0,3.0
125516510,2017-08-16,5,2127206,False,3.0,3.5,4.0
125516511,2017-08-16,5,2127544,False,3.0,3.5,4.0
125516512,2017-08-16,5,2127651,False,1.0,1.0,1.0
125516513,2017-08-16,5,2127733,False,1.0,1.0,1.0
125516514,2017-08-16,5,2127825,False,0.0,0.0,0.0
125516515,2017-08-16,5,2127921,False,1.0,2.75,6.0
125516516,2017-08-16,5,2127992,False,1.0,2.75,6.0
125516517,2017-08-16,5,2128628,False,1.0,3.5,6.0
125516518,2017-08-16,5,2128799,False,3.0,8.0,13.0
125516519,2017-08-16,5,2129334,False,1.0,3.0,5.0
125516520,2017-08-16,5,2129350,False,1.0,3.0,5.0
125516521,2017-08-16,5,2129387,False,1.0,1.0,1.0
125516522,2017-08-16,5,2129515,False,4.0,10.3333333333,14.0
125516523,2017-08-16,5,2129616,False,1.0,3.5,5.0
125516524,2017-08-16,5,2129678,False,1.0,1.33333333333,2.0
125516525,2017-08-16,5,2129786,False,1.0,1.0,1.0
125516526,2017-08-16,5,2129790,False,1.0,2.66666666667,5.0
125516527,2017-08-16,5,2129892,False,2.0,4.0,8.0
125516528,2017-08-16,5,2129994,False,2.0,4.0,8.0
125516529,2017-08-16,5,2130131,False,2.0,4.0,8.0
125516530,2017-08-16,5,2130219,False,1.0,2.66666666667,5.0
125516531,2017-08-16,5,2130265,False,1.0,2.66666666667,5.0
125516532,2017-08-16,5,2130352,False,1.0,2.66666666667,5.0
125516533,2017-08-16,5,2130474,False,2.0,2.0,2.0
125516534,2017-08-16,5,2130521,False,3.0,3.5,4.0
125516535,2017-08-16,5,2130526,False,1.0,1.33333333333,2.0
125516536,2017-08-16,5,2130553,False,1.0,3.5,6.0
125516537,2017-08-16,5,2131010,False,0.0,0.0,0.0
125516538,2017-08-16,5,2131572,False,1.0,1.5,2.0
125516539,2017-08-16,5,2131699,False,1.0,1.5,2.0
125516540,2017-08-16,5,2132163,False,3.0,3.5,4.0
125516541,2017-08-16,5,2132318,False,1.0,1.5,2.0
125516542,2017-08-16,5,2132945,False,3.0,3.0,3.0
125516543,2017-08-16,5,2132957,False,1.0,1.0,1.0
125516544,2017-08-16,5,2134244,False,3.0,3.5,4.0
125516841,2017-08-16,6,313094,False,3.0,7.66666666667,15.0
125519102,2017-08-16,6,1464607,False,1.0,2.0,3.0
125519121,2017-08-16,6,1467088,False,3.0,3.0,3.0
125519122,2017-08-16,6,1467093,False,1.0,1.5,2.0
125520070,2017-08-16,6,2015646,False,0.0,0.0,0.0
125520350,2017-08-16,6,2109969,False,3.0,9.5,14.0
125520354,2017-08-16,6,2112280,False,1.0,1.0,1.0
125520355,2017-08-16,6,2112303,False,0.0,0.0,0.0
125520357,2017-08-16,6,2112461,False,1.0,3.0,6.0
125520358,2017-08-16,6,2112462,False,1.0,3.0,6.0
125520359,2017-08-16,6,2112607,False,5.0,8.5,12.0
125520369,2017-08-16,6,2117783,False,1.0,5.0,8.0
125520370,2017-08-16,6,2118397,False,0.0,0.0,0.0
125520372,2017-08-16,6,2120180,False,1.0,1.5,2.0
125520373,2017-08-16,6,2120216,False,1.0,1.5,2.0
125520374,2017-08-16,6,2120506,False,1.0,4.5,8.0
125520375,2017-08-16,6,2120681,False,2.0,3.75,7.0
125520377,2017-08-16,6,2120768,False,1.0,4.5,8.0
125520378,2017-08-16,6,2121319,False,2.0,4.5,7.0
125520402,2017-08-16,6,2124705,False,1.0,4.5,8.0
125520403,2017-08-16,6,2125814,False,3.0,7.66666666667,15.0
125520404,2017-08-16,6,2126696,False,1.0,4.33333333333,9.0
125520407,2017-08-16,6,2127024,False,5.0,8.5,12.0
125520408,2017-08-16,6,2127069,False,5.0,5.0,5.0
125520410,2017-08-16,6,2127175,False,1.0,2.66666666667,4.0
125520411,2017-08-16,6,2127206,False,1.0,4.5,8.0
125520412,2017-08-16,6,2127544,False,1.0,4.5,8.0
125520413,2017-08-16,6,2127651,False,3.0,3.0,3.0
125520414,2017-08-16,6,2127733,False,3.0,3.0,3.0
125520415,2017-08-16,6,2127825,False,1.0,1.0,1.0
125520416,2017-08-16,6,2127921,False,2.0,3.75,7.0
125520417,2017-08-16,6,2127992,False,2.0,3.75,7.0
125520418,2017-08-16,6,2128628,False,2.0,13.0,28.0
125520419,2017-08-16,6,2128799,False,12.0,12.0,12.0
125520420,2017-08-16,6,2129334,False,1.0,2.33333333333,4.0
125520421,2017-08-16,6,2129350,False,1.0,2.33333333333,4.0
125520422,2017-08-16,6,2129387,False,3.0,3.0,3.0
125520423,2017-08-16,6,2129515,False,3.0,7.66666666667,15.0
125520424,2017-08-16,6,2129616,False,2.0,4.5,7.0
125520425,2017-08-16,6,2129678,False,1.0,3.0,6.0
125520426,2017-08-16,6,2129786,False,1.0,3.0,4.0
125520427,2017-08-16,6,2129790,False,1.0,2.5,4.0
125520428,2017-08-16,6,2129892,False,9.0,14.5,26.0
125520429,2017-08-16,6,2129994,False,9.0,14.5,26.0
125520430,2017-08-16,6,2130131,False,9.0,14.5,26.0
125520431,2017-08-16,6,2130219,False,1.0,2.5,4.0
125520432,2017-08-16,6,2130265,False,1.0,2.5,4.0
125520433,2017-08-16,6,2130352,False,1.0,2.5,4.0
125520434,2017-08-16,6,2130474,False,1.0,1.0,1.0
125520435,2017-08-16,6,2130521,False,1.0,4.5,8.0
125520436,2017-08-16,6,2130526,False,1.0,3.0,6.0
125520437,2017-08-16,6,2130553,False,1.0,4.33333333333,9.0
125520438,2017-08-16,6,2131010,False,0.0,0.0,0.0
125520439,2017-08-16,6,2131572,False,1.0,2.0,4.0
125520440,2017-08-16,6,2131699,False,1.0,2.0,4.0
125520441,2017-08-16,6,2132163,False,1.0,4.5,8.0
125520442,2017-08-16,6,2132318,False,1.0,2.0,4.0
125520443,2017-08-16,6,2132945,False,1.0,2.66666666667,4.0
125520444,2017-08-16,6,2132957,False,3.0,3.0,3.0
125520445,2017-08-16,6,2134244,False,1.0,2.0,3.0
125520742,2017-08-16,7,313094,False,2.0,2.66666666667,4.0
125523003,2017-08-16,7,1464607,False,5.0,47.5,90.0
125523022,2017-08-16,7,1467088,False,1.0,2.5,4.0
125523023,2017-08-16,7,1467093,False,3.0,3.0,3.0
125523971,2017-08-16,7,2015646,False,0.0,0.0,0.0
125524251,2017-08-16,7,2109969,False,6.0,9.25,12.0
125524255,2017-08-16,7,2112280,False,2.0,2.0,2.0
125524256,2017-08-16,7,2112303,False,0.0,0.0,0.0
125524258,2017-08-16,7,2112461,False,1.0,1.0,1.0
125524259,2017-08-16,7,2112462,False,1.0,1.0,1.0
125524260,2017-08-16,7,2112607,False,6.0,7.0,8.0
125524270,2017-08-16,7,2117783,False,2.0,8.5,13.0
125524271,2017-08-16,7,2118397,False,0.0,0.0,0.0
125524273,2017-08-16,7,2120180,False,1.0,1.0,1.0
125524274,2017-08-16,7,2120216,False,1.0,1.0,1.0
125524275,2017-08-16,7,2120506,False,3.0,4.0,5.0
125524276,2017-08-16,7,2120681,False,3.0,3.66666666667,4.0
125524278,2017-08-16,7,2120768,False,3.0,4.0,5.0
125524279,2017-08-16,7,2121319,False,1.0,4.0,7.0
125524303,2017-08-16,7,2124705,False,3.0,4.0,5.0
125524304,2017-08-16,7,2125814,False,2.0,2.66666666667,4.0
125524305,2017-08-16,7,2126696,False,3.0,4.33333333333,5.0
125524308,2017-08-16,7,2127024,False,6.0,7.0,8.0
125524309,2017-08-16,7,2127069,False,7.0,7.0,7.0
125524311,2017-08-16,7,2127175,False,1.0,2.5,4.0
125524312,2017-08-16,7,2127206,False,3.0,4.0,5.0
125524313,2017-08-16,7,2127544,False,3.0,4.0,5.0
125524314,2017-08-16,7,2127651,False,8.0,8.0,8.0
125524315,2017-08-16,7,2127733,False,8.0,8.0,8.0
125524316,2017-08-16,7,2127825,False,0.0,0.0,0.0
125524317,2017-08-16,7,2127921,False,3.0,3.66666666667,4.0
125524318,2017-08-16,7,2127992,False,3.0,3.66666666667,4.0
125524319,2017-08-16,7,2128628,False,4.0,12.75,23.0
125524320,2017-08-16,7,2128799,False,7.0,7.5,8.0
125524321,2017-08-16,7,2129334,False,4.0,6.25,9.0
125524322,2017-08-16,7,2129350,False,4.0,6.25,9.0
125524323,2017-08-16,7,2129387,False,8.0,8.0,8.0
125524324,2017-08-16,7,2129515,False,2.0,2.66666666667,4.0
125524325,2017-08-16,7,2129616,False,1.0,4.0,7.0
125524326,2017-08-16,7,2129678,False,1.0,1.0,1.0
125524327,2017-08-16,7,2129786,False,7.0,8.0,9.0
125524328,2017-08-16,7,2129790,False,2.0,2.0,2.0
125524329,2017-08-16,7,2129892,False,3.0,9.25,17.0
125524330,2017-08-16,7,2129994,False,3.0,9.25,17.0
125524331,2017-08-16,7,2130131,False,3.0,9.25,17.0
125524332,2017-08-16,7,2130219,False,2.0,2.0,2.0
125524333,2017-08-16,7,2130265,False,2.0,2.0,2.0
125524334,2017-08-16,7,2130352,False,2.0,2.0,2.0
125524335,2017-08-16,7,2130474,False,2.0,2.5,3.0
125524336,2017-08-16,7,2130521,False,3.0,4.0,5.0
125524337,2017-08-16,7,2130526,False,1.0,1.0,1.0
125524338,2017-08-16,7,2130553,False,3.0,4.33333333333,5.0
125524339,2017-08-16,7,2131010,False,0.0,0.0,0.0
125524340,2017-08-16,7,2131572,False,2.0,3.5,6.0
125524341,2017-08-16,7,2131699,False,2.0,3.5,6.0
125524342,2017-08-16,7,2132163,False,3.0,4.0,5.0
125524343,2017-08-16,7,2132318,False,2.0,3.5,6.0
125524344,2017-08-16,7,2132945,False,1.0,2.5,4.0
125524345,2017-08-16,7,2132957,False,8.0,8.0,8.0
125524346,2017-08-16,7,2134244,False,1.0,3.0,5.0
125524643,2017-08-16,8,313094,False,4.0,7.66666666667,12.0
125526904,2017-08-16,8,1464607,False,4.0,5.5,7.0
125526923,2017-08-16,8,1467088,False,2.0,2.0,2.0
125526924,2017-08-16,8,1467093,False,2.0,3.0,4.0
125527872,2017-08-16,8,2015646,False,0.0,0.0,0.0
125528152,2017-08-16,8,2109969,False,8.0,10.75,17.0
125528156,2017-08-16,8,2112280,False,1.0,1.0,1.0
125528157,2017-08-16,8,2112303,False,0.0,0.0,0.0
125528159,2017-08-16,8,2112461,False,1.0,1.25,2.0
125528160,2017-08-16,8,2112462,False,1.0,1.25,2.0
125528161,2017-08-16,8,2112607,False,3.0,34.5,66.0
125528171,2017-08-16,8,2117783,False,4.0,7.66666666667,10.0
125528172,2017-08-16,8,2118397,False,0.0,0.0,0.0
125528174,2017-08-16,8,2120180,False,1.0,2.33333333333,3.0
125528175,2017-08-16,8,2120216,False,1.0,2.33333333333,3.0
125528176,2017-08-16,8,2120506,False,8.0,9.5,14.0
125528177,2017-08-16,8,2120681,False,3.0,4.66666666667,6.0
125528179,2017-08-16,8,2120768,False,8.0,9.5,14.0
125528180,2017-08-16,8,2121319,False,4.0,17.3333333333,31.0
125528204,2017-08-16,8,2124705,False,8.0,9.5,14.0
125528205,2017-08-16,8,2125814,False,4.0,7.66666666667,12.0
125528206,2017-08-16,8,2126696,False,4.0,5.0,6.0
